frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
17333735,0,175.254,1000,-63.1394,-111.745,-24.9479,1000,15.667,2.84103,4.88719,-1,3.10815,-0.632724,1000.72,1,0
17382475,0,175.246,1000,-63.139,-111.758,-24.9594,1000,15.662,2.8435,4.88981,-1,3.10715,-0.632627,1000.72,1,0
17524757,0,175.275,1000,-63.0941,-111.653,-24.9281,1000,15.6644,2.83952,4.8925,-1,3.11217,-0.632894,1000.75,1,0
17649203,0,175.276,1000,-63.0926,-111.651,-24.9273,1000,15.6642,2.83949,4.89256,-1,3.11216,-0.632915,1000.75,1,0
17780379,0,179.65,1000,-54.2346,-100.216,-24.9551,1000,10.2875,3.85667,7.45623,-1,3.71114,-0.599674,1000.8,1,0
17817739,0,179.632,1000,-54.2436,-100.214,-24.9685,1000,10.2888,3.85527,7.45627,-1,3.71239,-0.59964,1000.8,1,0
17908870,0,179.559,1000,-49.4123,-102.24,-25.0087,1000,7.82659,5.04986,7.92596,-1,2.46143,-0.556932,1003.68,1,0
17990529,0,179.556,1000,-49.4103,-102.235,-25.008,1000,7.82843,5.04967,7.92632,-1,2.4617,-0.556913,1003.68,1,0
18035834,0,179.759,1000,-45.293,-116.569,-23.2537,1000,5.90587,6.04108,6.4101,-1,1.82977,-0.556543,1003.73,1,0
18138607,0,179.778,1000,-45.2924,-116.58,-23.2459,1000,5.90383,6.04234,6.40991,-1,1.82989,-0.556565,1003.72,1,0
18264835,0,179.812,1000,-50.2175,-120.725,-23.2713,1000,7.3822,5.83385,5.52613,-1,3.04555,-0.560852,1006.61,1,0
18372339,0,179.818,1000,-50.2141,-120.721,-23.2666,1000,7.38366,5.83428,5.52717,-1,3.04506,-0.560815,1006.61,1,0
18496676,0,179.92,1000,-56.1129,-121.223,-24.7343,1000,7.79021,4.8635,5.00003,-1,3.26385,-0.593618,1006.64,1,0
18544018,0,179.908,1000,-56.1329,-121.24,-24.7528,1000,7.78545,4.86356,4.99875,-1,3.26654,-0.593583,1006.66,1,0
18612406,0,179.851,1000,-63.0197,-128.675,-26.5277,1000,7.78465,4.8686,4.34505,-1,3.93085,-0.593389,1009.53,1,0
18711598,0,179.864,1000,-63.0382,-128.706,-26.5265,1000,7.77715,4.86914,4.34031,-1,3.93383,-0.593524,1009.53,1,0
18821168,0,-179.965,1000,-70.8146,-134.854,-28.3717,1000,7.85649,4.9269,3.90402,-1,4.82122,-0.600985,1009.59,1,0
