frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
19090205,0,1000,-33.7959,-89.6864,-149.947,1000,172.711,-1,3.80201,1.89347,9.13257,4.94407,-0.683673,1015.34,0,1
19210666,0,1000,-33.8027,-89.6863,-149.952,1000,172.706,-1,3.80133,1.89228,9.12923,4.94279,-0.683709,1015.34,0,1
19382634,0,1000,-37.7756,-79.174,-140.572,1000,172.224,-1,3.77496,1.98162,10.1708,4.72214,-0.690633,1015.34,0,1
19554891,0,1000,-37.7769,-79.1727,-140.566,1000,172.226,-1,3.77501,1.9818,10.1708,4.72276,-0.690605,1015.33,0,1
19687623,0,1000,-33.7108,-76.6107,-146.171,1000,172.376,-1,3.74505,1.31346,9.15781,4.04065,-0.685118,1012.53,0,1
19833363,0,1000,-37.636,-76.6193,-140.435,1000,172.368,-1,3.80563,1.31002,10.0762,4.68097,-0.683401,1012.54,0,1
19951351,0,1000,-31.1699,-76.445,-146.204,1000,172.818,-1,3.76144,1.31728,10.513,4.04055,-0.684596,1012.48,0,1
20111817,0,1000,-34.9644,-76.4835,-140.456,1000,172.807,-1,3.81781,1.31301,11.4325,4.6804,-0.683002,1012.48,0,1
20173885,0,1000,-31.0955,-89.5875,-140.596,1000,176.101,-1,2.97102,1.98395,11.0737,4.91775,-0.695663,1009.6,0,1
20315674,0,1000,-31.0974,-89.5688,-140.594,1000,176.104,-1,2.97322,1.98498,11.0728,4.91908,-0.695589,1009.6,0,1
20401847,0,1000,-33.7333,-64.0406,-141.315,1000,171.711,-1,3.75957,1.54281,9.25055,3.19493,-0.691059,1009.51,0,1
20492245,0,1000,-33.8139,-89.707,-146.16,1000,172.154,-1,2.9397,1.96055,9.50548,4.12053,-0.710647,1009.51,0,1
20609509,0,1000,-35.0638,-63.6536,-135.352,1000,167.804,-1,2.86276,1.58833,11.763,2.53453,-0.725843,1006.64,0,1
20760059,0,1000,-35.0531,-63.6612,-135.347,1000,167.812,-1,2.86253,1.58853,11.7679,2.53518,-0.725848,1006.64,0,1
20836678,0,1000,-32.7093,-67.9993,-127.792,1000,167.651,-1,2.19058,2.32866,13.9608,2.0725,-0.757728,1006.58,0,1
20882536,0,1000,-32.712,-68.0401,-127.824,1000,167.64,-1,2.18788,2.3256,13.9602,2.07143,-0.757838,1006.58,0,1
21007653,0,1000,-32.5245,-63.5768,-135.031,1000,168.52,-1,2.83189,1.5992,13.4989,2.50619,-0.727044,1003.7,0,1
21065672,0,1000,-35.7861,-63.578,-135.039,1000,165.196,-1,2.83291,1.59931,14.5941,2.50683,-0.726973,1003.69,0,1
21159058,0,1000,-30.324,-68.1161,-128.951,1000,172.534,-1,2.87414,2.30579,15.5525,3.22696,-0.713457,1000.87,0,1
21218070,0,1000,-33.4854,-68.0938,-128.941,1000,169.326,-1,2.87556,2.30748,16.6513,3.22648,-0.713396,1000.85,0,1
21287620,0,1000,-33.5807,-78.4318,-127.377,1000,165.182,-1,1.48381,2.18163,17.6506,2.14122,-0.784629,1000.84,0,1
